name,lat,lon,category,address,osm_id,osm_type
Tịnh Thất An Phú,10.8370539,106.5503964,place_of_worship,"Bình Chánh, Thành phố Hồ Chí Minh",12188527256,node
Tịnh Thất Ngọc Chơn,10.8653439,106.8067981,place_of_worship,,5741177614,node
Tịnh Thất Thanh Định,10.8341826,106.7814176,place_of_worship,,9593946637,node
Tịnh Thất Vĩnh Phú,10.7818439,106.7999944,place_of_worship,,9593358307,node
Tịnh Xá Di Đà,10.7574255,106.6743461,place_of_worship,,6315672812,node
Tịnh Xá Linh Quang,10.7550827,106.6964653,place_of_worship,,9586251042,node
Tịnh Xá Ngọc Bình,10.7855706,106.7590613,place_of_worship,,9593196286,node
Tịnh Xá Quan Âm,10.7542349,106.6706184,place_of_worship,,9587016889,node
Tịnh Xá Tòng Lâm,10.7740353,106.6896318,place_of_worship,"260, Nguyễn Thị Minh Khai",9584833427,node
Tịnh thất An Hòa,10.8058744,106.7314294,place_of_worship,,9587300726,node
Tịnh xá Kỳ Hoàn,10.8411483,106.6623487,place_of_worship,"119, Đường số 8, Quận Gò Vấp, Phường 11",1308839164,way
Tịnh xá Ngọc Diệp,10.7893783,106.6857969,place_of_worship,,494789246,way
Tịnh xá Ngọc Hòa,10.7550452,106.6330552,place_of_worship,"13/18, Hẻm 13 Tân Hòa Đông, Quận 6, Phường 13",1209974487,way
Tịnh xá Ngọc Phước,10.8601691,106.6688912,transport,,11868138124,node
Tịnh xá Ngọc Thanh,10.7925106,106.7765297,place_of_worship,,3377464221,node
Tịnh xá Ngọc Uyển,10.925361,106.8069229,place_of_worship,,1136926889,way
Tịnh xá Ngọc Đức,10.8561593,106.7486538,place_of_worship,"283/3, Hẻm 283, Thành phố Thủ Đức, Phường Linh Đông",1314190866,way
Tịnh xá Như Lai,10.7696421,106.7594199,place_of_worship,"TP. Thủ Đức, Phường Thạnh Mỹ Lợi",1215108852,way
Tịnh xá Quan Âm,10.757543,106.6626912,place_of_worship,"2, Đường Bà Triệu",1449964794,way
Tịnh xá Sư Trúc Hiên,10.7524624,106.6532637,place_of_worship,"33, Đường Phú Hữu",1481721902,way
Tịnh xá Thắng Liên Hoa,10.9466949,106.8447113,place_of_worship,,978929916,way
Tịnh xá Trung tâm,10.7537887,106.631998,place_of_worship,"367/1, Đường Đặng Nguyên Cẩn, Quận 6",856455193,way
Tịệm Nướng Lẩu Cô Chủ Nhỏ,10.8084473,106.7167195,restaurant,"Lô 03/208, Đường Nguyễn Gia Trí, Bình Thạnh, Thành phố Hồ Chí Minh",11196010230,node
Tỏi đen 477,10.752891,106.6686338,shop,"477, Đường Trần Phú",1524297444,way
Tổ 11 Xã Vĩnh Lộc,10.8224266,106.5750421,transport,,11768103518,node
Tổ Chức Giáo Dục,10.7781873,106.6920291,office,,9584833441,node
Tổ Vệ sinh 1,10.756824,106.6783722,office,"98 Bis, Đường Lê Hồng Phong",1463053938,way
Tổ yến Trí Linh,10.7537261,106.6661218,shop,"611, Đường Nguyễn Trãi",1469350423,way
Tổ Đình Bửu Thạnh,10.7996657,106.8141729,other,,608345312,way
Tổ Đình Kim Sơn,10.7996665,106.6850932,place_of_worship,,3198064128,node
Tổ Đình Phật Bửu,10.7710694,106.6818565,place_of_worship,,9584911963,node
Tổng Công Ty Ô Tô Miền Nam,10.8612399,106.6870614,shop,"68, Quốc lộ 1A",5544054721,node
Tổng Công Ty Điện Lực Thành phố Hồ Chí Minh,10.7837694,106.7041704,office,"35, Tôn Ðức Thắng",2325118038,node
Tổng Công ty Bến Thành,10.7743417,106.6983632,other,"27, Nguyễn Trung Trực",186276889,way
Tổng Công ty Cấp nước Sài Gòn - SAWACO,10.7815435,106.6953027,office,"1, Công trường Quốc tế",193142005,way
Tổng Công ty Samco,10.7596994,106.6881941,transport,,4884593221,node
Tổng Công ty Việt Thắng,10.8595117,106.7766992,transport,,12437183241,node
Tổng Hội Y Học Bác Sĩ Trung Quốc,10.7675718,106.6683486,clinic,,5687768223,node
